year,r_var,variable,description,documentation,var_type,skip
2015,taxable_inc_before,A05800,Income tax before credits amount,1040:47 / 1040A:30 / 1040EZ:10,Num,NA
2015,alternative_minimum_n,N09600,Number of returns with alternative minimum tax,1040:45:00,Num,NA
2015,alternative_minimum,A09600,Alternative minimum tax amount,1040:45:00,Num,NA
2015,excess_premium_credit_n,N05780,Number of returns with excess advance premium tax credit repayment,1040:46/ 1040A:29,Num,NA
2015,excess_premium_credit,A05780,Excess advance premium tax credit repayment amount,1040:46/ 1040A:29,Num,NA
2015,tax_credits_n,N07100,Number of returns with total tax credits,1040:55 / 1040A:36,Num,NA
2015,tax_credits,A07100,Total tax credits amount,1040:55 / 1040A:36,Num,NA
2015,foreign_tax_n,N07300,Number of returns with foreign tax credit,1040:48:00,Num,NA
2015,foreign_tax,A07300,Foreign tax credit amount,1040:48:00,Num,NA
2015,child_dependent_credit_n,N07180,Number of returns with child and dependent care credit,1040:49 / 1040A:31,Num,NA
2015,child_dependent_credit,A07180,Child and dependent care credit amount,1040:49 / 1040A:31,Num,NA
2015,education_nonrefund_n,N07230,Number of returns with nonrefundable education credit,1040:50 / 1040A:33,Num,NA
2015,education_nonrefund,A07230,Nonrefundable education credit amount,1040:50 / 1040A:33,Num,NA
2015,retire_savings_n,N07240,Number of returns with retirement savings contribution credit,1040:51 / 1040A:34,Num,NA
2015,retire_savings,A07240,Retirement savings contribution credit amount,1040:51 / 1040A:34,Num,NA
2015,child_tax_n,N07220,Number of returns with child tax credit,1040:52 / 1040A:35,Num,NA
2015,child_tax,A07220,Child tax credit amount,1040:52 / 1040A:35,Num,NA
2015,res_energy_credit_n,N07260,Number of returns with residential energy tax credit,1040:53:00,Num,NA
2015,res_energy_credit,A07260,Residential energy tax credit amount,1040:53:00,Num,NA
2015,self_employ_tax_n,N09400,Number of returns with self-employment tax,1040:57:00,Num,NA
2015,self_employ_tax,A09400,Self-employment tax amount,1040:57:00,Num,NA
2015,premium_credit_n,N85770,Number of returns with total premium tax credit,8962:24:00,Num,NA
2015,premium_credit,A85770,Total premium tax credit amount,8962:24:00,Num,NA
2015,advance_premium_credit_n,N85775,Number of returns with advance premium tax credit,8962:25:00,Num,NA
2015,advance_premium_credit,A85775,Advance premium tax credit amount,8962:25:00,Num,NA
2015,health_care_n,N09750,Number of returns with health care individual responsibility payment,1040:61 / 1040A:38 / 1040EZ:11,Num,NA
2015,health_care,A09750,Health care individual responsibility payment amount,1040:61 / 1040A:38 / 1040EZ:11,Num,NA
2015,tax_payments_n,N10600,Number of returns with total tax payments,1040:74 / 1040A:46 / 1040EZ:9,Num,NA
2015,tax_payments,A10600,Total tax payments amount,1040:74 / 1040A:46 / 1040EZ:9,Num,NA
2015,earned_income_n,N59660,Number of returns with earned income credit,1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2015,earned_income,A59660,Earned income credit amount [7],1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2015,excess_earned_income_n,N59720,Number of returns with excess earned income credit,1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2015,excess_earned_income,A59720,Excess earned income credit (refundable) amount [8],1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2015,additional_child_credit_n,N11070,Number of returns with additional child tax credit,1040:67 / 1040A:43,Num,NA
2015,additional_child_credit,A11070,Additional child tax credit amount,1040:67 / 1040A:43,Num,NA
2015,education_refund_n,N10960,Number of returns with refundable education credit,1040:68 / 1040A:44,Num,NA
2015,education_refund,A10960,Refundable education credit amount,1040:68 / 1040A:44,Num,NA
2015,net_premium_credit_n,N11560,Number of returns with net premium tax credit,1040:69 / 1040A:45,Num,NA
2015,net_premium_credit,A11560,Net premium tax credit amount,1040:69 / 1040A:45,Num,NA
2015,income_tax_n,N06500,Number of returns with income tax,1040:56 / 1040A:37 / 1040EZ:10,Num,NA
2015,income_tax,A06500,Income tax amount [9],1040:56 / 1040A:37 / 1040EZ:10,Num,NA
2015,tax_liability_n,N10300,Number of returns with tax liability,1040:63 / 1040A:39 / 1040EZ: 10,Num,NA
2015,tax_liability,A10300,Total tax liability amount [10],1040:63 / 1040A:39 / 1040EZ: 10,Num,NA
2015,medicare_n,N85530,Number of returns with additional Medicare tax,1040:62a,Num,NA
2015,medicare,A85530,Additional Medicare tax amount,1040:62a,Num,NA
2015,investment_income_n,N85300,Number of returns with net investment income tax,1040:62b,Num,NA
2015,investment_income,A85300,Net investment income tax amount,1040:62b,Num,NA
2015,tax_due_n,N11901,Number of returns with tax due at time of filing,1040:78 / 1040A:50 / 1040EZ:14,Num,NA
2015,tax_due,A11901,Tax due at time of filing amount [11],1040:78 / 1040A:50 / 1040EZ:14,Num,NA
2015,overpayments_n,N11902,Number of returns with overpayments refunded,1040:75 / 1040A:47 / 1040EZ:13a,Num,NA
2015,overpayments,A11902,Overpayments refunded amount [12],1040:75 / 1040A:47 / 1040EZ:13a,Num,NA
2016,st_fips,STATEFIPS,,,Num,NA
2016,state,STATE,,,Char,NA
2016,cty_fips,COUNTYFIPS,,,Num,NA
2016,cty_name,COUNTYNAME,,,Char,NA
2016,agi_stub,AGI_STUB,Size of adjusted gross income,"1 = $1 under $25,000
2 = $25,000 under $50,000
3 = $50,000 under $75,000
4 = $75,000 under $100,000
5 = $100,000 under $200,000
6 = $200,000 or more",Num,NA
2016,return,N1,Number of returns,,Num,NA
2016,return_single,MARS1,Number of single returns,Filing status is single,Num,NA
2016,return_joint,MARS2,Number of joint returns,Filing status is married filing jointly,Num,NA
2016,return_head,MARS4,Number of head of household returns,Filing status is head of household,Num,NA
2016,return_paid,PREP,Number of returns with paid preparer's signature,,Num,NA
2016,exmpt,N2,Number of exemptions,1040:6d,Num,NA
2016,dependents,NUMDEP,Number of dependents,1040:6c,Num,NA
2016,total_vita,TOTAL_VITA,Total number of volunteer prepared returns [3],,Num,NA
2016,vita,VITA,Number of volunteer income tax assistance (VITA) prepared returns [3],,Num,NA
2016,tce,TCE,Number of tax counseling for the elderly (TCE) prepared returns [3],,Num,NA
2016,vita_eic,VITA_EIC,Number of volunteer prepared returns with Earned Income Credit [3],,Num,NA
2016,ral,RAL,Number of refund anticipation loan returns,,Num,NA
2016,rac,RAC,Number of refund anticipation check returns,,Num,NA
2016,elderly,ELDERLY,Number of elderly returns [4],,Num,NA
2016,agi,A00100,Adjust gross income (AGI) [2],1040:37 / 1040A:21 / 1040EZ:4,Num,NA
2016,total_income_n,N02650,Number of returns with total income,1040:22 / 1040A:15 / 1040EZ:4,Num,NA
2016,total_income,A02650,Total income amount,1040:22 / 1040A:15 / 1040EZ:4,Num,NA
2016,wages_n,N00200,Number of returns with salaries and wages,1040:7 / 1040A:7 / 1040EZ:1,Num,NA
2016,wages,A00200,Salaries and wages amount,1040:7 / 1040A:7 / 1040EZ:1,Num,NA
2016,interest_n,N00300,Number of returns with taxable interest,1040:8a / 1040A:8a / 1040EZ:2,Num,NA
2016,interest,A00300,Taxable interest amount,1040:8a / 1040A:8a / 1040EZ:2,Num,NA
2016,dividends_n,N00600,Number of returns with ordinary dividends,1040:9a / 1040A:9a,Num,NA
2016,dividends,A00600,Ordinary dividends amount,1040:9a / 1040A:9a,Num,NA
2016,dividends_qual_n,N00650,Number of returns with qualified dividends,1040:9b / 1040A:9b,Num,NA
2016,dividends_qual,A00650,Qualified dividends amount [5],1040:9b / 1040A:9b,Num,NA
2016,state_inc_tax_refund_n,N00700,Number of returns with state and local income tax refunds,1040:10:00,Num,NA
2016,state_inc_tax_refund,A00700,State and local income tax refunds amount,1040:10:00,Num,NA
2016,bus_net_income_n,N00900,Number of returns with business or professional net income (less loss),1040:12:00,Num,NA
2016,bus_net_income,A00900,Business or professional net income (less loss) amount,1040:12:00,Num,NA
2016,capital_gain_n,N01000,Number of returns with net capital gain (less loss),1040:131040A:10,Num,NA
2016,capital_gain,A01000,Net capital gain (less loss) amount,1040:131040A:10,Num,NA
2016,ira_n,N01400,Number of returns with taxable individual retirement arrangements distributions,1040:15b / 1040:11b,Num,NA
2016,ira,A01400,Taxable individual retirement arrangements distributions amount,1040:15b / 1040:11b,Num,NA
2016,pensions_n,N01700,Number of returns with taxable pensions and annuities,1040:16b / 1040A:12b,Num,NA
2016,pensions,A01700,Taxable pensions and annuities amount,1040:16b / 1040A:12b,Num,NA
2016,farm_n,SCHF,Number of farm returns,1040:18:00,Num,NA
2016,unemployment_n,N02300,Number of returns with unemployment compensation,1040:19 / 1040A:13 / 1040EZ:3,Num,NA
2016,unemployment,A02300,Unemployment compensation amount [6],1040:19 / 1040A:13 / 1040EZ:3,Num,NA
2016,social_security_n,N02500,Number of returns with taxable Social Security benefits,1040:20b / 1040A:14b,Num,NA
2016,social_security,A02500,Taxable Social Security benefits amount,1040:20b / 1040A:14b,Num,NA
2016,s_corp_n,N26270,Number of returns with partnership/S-corp net income (less loss),Schedule E:32,Num,NA
2016,s_corp,A26270,Partnership/S-corp net income (less loss) amount,Schedule E:32,Num,NA
2016,statutory_n,N02900,Number of returns with total statutory adjustments,1040:36 / 1040A:20,Num,NA
2016,statutory,A02900,Total statutory adjustments amount,1040:36 / 1040A:20,Num,NA
2016,educator_n,N03220,Number of returns with educator expenses,1040:23 / 1040A:16,Num,NA
2016,educator,A03220,Educator expenses amount,1040:23 / 1040A:16,Num,NA
2016,self_employ_n,N03300,Number of returns with Self-employed (Keogh) retirement plans,1040:28:00,Num,NA
2016,self_employ,A03300,Self-employed (Keogh) retirement plans amount,1040:28:00,Num,NA
2016,self_health_insurance_n,N03270,Number of returns with Self-employed health insurance deduction,1040:29:00,Num,NA
2016,self_health_insurance,A03270,Self-employed health insurance deduction amount,1040:29:00,Num,NA
2016,ira_payments_n,N03150,Number of returns with Individual retirement arrangement payments,1040:32 / 1040A:17,Num,NA
2016,ira_deduction,A03150,Individual retirement arrangement payments amount,1040:32 / 1040A:17,Num,NA
2016,student_loan_n,N03210,Number of returns with student loan interest deduction,1040:33 / 1040A:18,Num,NA
2016,student_loan,A03210,Student loan interest deduction amount,1040:33 / 1040A:18,Num,NA
2016,tuition_fees_n,N03230,Number of returns with tuition and fees deduction,1040:34 / 1040A:19,Num,NA
2016,tuition_fees,A03230,Tuition and fees deduction amount,1040:34 / 1040A:19,Num,NA
2016,domestic_prod_n,N03240,Returns with domestic production activities deduction,1040:35:00,Num,NA
2016,domestic_prod,A03240,Domestic production activities deduction amount,1040:35:00,Num,NA
2016,itemized_n,N04470,Number of returns with itemized deductions,1040:40:00,Num,NA
2016,itemized,A04470,Total itemized deductions amount,1040:40:00,Num,NA
2016,itemized_agi,A00101,Amount of AGI for itemized returns,1040:37:00,Num,NA
2016,medical_dental_n,N17000,Number of returns with Total medical and dental expense deduction,Schedule A:4,Num,NA
2016,medical_dental,A17000,Total medical and dental expense deduction amount,Schedule A:4,Num,NA
2016,state_inc_tax_n,N18425,Number of returns with State and local income taxes,Schedule A:5a,Num,NA
2016,state_inc_tax,A18425,State and local income taxes amount,Schedule A:5a,Num,NA
2016,state_general_tax_n,N18450,Number of returns with State and local general sales tax,Schedule A:5b,Num,NA
2016,state_general_tax,A18450,State and local general sales tax amount,Schedule A:5b,Num,NA
2016,real_estate_tax_n,N18500,Number of returns with real estate taxes,Schedule A:6,Num,NA
2016,real_estate_tax,A18500,Real estate taxes amount,Schedule A:6,Num,NA
2016,personal_prop_tax_n,N18800,Number of returns with Personal property taxes,Schedule A:7,Num,NA
2016,personal_prop_tax,A18800,Personal property taxes amount,Schedule A:7,Num,NA
2016,mortgage_interest_n,N19300,Number of returns with Home mortgage interest paid,Schedule A:10,Num,NA
2016,mortgage_interest,A19300,Home mortgage interest paid amount,Schedule A:10,Num,NA
2016,mortgage_seller_n,N19500,Number of returns with Home mortgage from personal seller,Schedule A:11,Num,NA
2016,mortgage_seller,A19500,Home mortgage from personal seller amount,Schedule A:11,Num,NA
2016,deductible_n,N19530,Number of returns with Deductible points,Schedule A:12,Num,NA
2016,deductible,A19530,Deductible points amount,Schedule A:12,Num,NA
2016,qual_mortgage_n,N19550,Number of returns with Qualified Mortgage Insurance premiums,Schedule A:13,Num,NA
2016,qual_mortgage,A19550,Qualified Mortgage Insurance premiums amount,Schedule A:13,Num,NA
2016,investment_interest_n,N19570,Number of returns with Investment interest paid,Schedule A:14,Num,NA
2016,investment_interest,A19570,Investment interest paid amount,Schedule A:14,Num,NA
2016,contributions_n,N19700,Number of returns with Total charitable contributions,Schedule A:19,Num,NA
2016,contributions,A19700,Total charitable contributions amount,Schedule A:19,Num,NA
2016,limited_miscellaneous_n,N20800,Number of returns with Net limited miscellaneous deduction,Schedule A:27,Num,NA
2016,limited_miscellaneous,A20800,Net limited miscellaneous deduction amount,Schedule A:27,Num,NA
2016,other_miscellaneous_n,N21020,Number of returns with Other non-limited miscellaneous deduction,Schedule A:28,Num,NA
2016,other_miscellaneous,A21020,Other non-limited miscellaneous deduction amount,Schedule A:28,Num,NA
2016,taxable_inc_n,N04800,Number of returns with taxable income,1040:43 / 1040A:27 / 1040EZ:6,Num,NA
2016,taxable_inc,A04800,Taxable income amount,1040:43 / 1040A:27 / 1040EZ:6,Num,NA
2016,taxable_inc_before_n,N05800,Number of returns with income tax before credits,1040:47 / 1040A:30 / 1040EZ:10,Num,NA
2016,taxable_inc_before,A05800,Income tax before credits amount,1040:47 / 1040A:30 / 1040EZ:10,Num,NA
2016,alternative_minimum_n,N09600,Number of returns with alternative minimum tax,1040:45:00,Num,NA
2016,alternative_minimum,A09600,Alternative minimum tax amount,1040:45:00,Num,NA
2016,excess_premium_credit_n,N05780,Number of returns with excess advance premium tax credit repayment,1040:46/ 1040A:29,Num,NA
2016,excess_premium_credit,A05780,Excess advance premium tax credit repayment amount,1040:46/ 1040A:29,Num,NA
2016,tax_credits_n,N07100,Number of returns with total tax credits,1040:55 / 1040A:36,Num,NA
2016,tax_credits,A07100,Total tax credits amount,1040:55 / 1040A:36,Num,NA
2016,foreign_tax_n,N07300,Number of returns with foreign tax credit,1040:48:00,Num,NA
2016,foreign_tax,A07300,Foreign tax credit amount,1040:48:00,Num,NA
2016,child_dependent_credit_n,N07180,Number of returns with child and dependent care credit,1040:49 / 1040A:31,Num,NA
2016,child_dependent_credit,A07180,Child and dependent care credit amount,1040:49 / 1040A:31,Num,NA
2016,education_nonrefund_n,N07230,Number of returns with nonrefundable education credit,1040:50 / 1040A:33,Num,NA
2016,education_nonrefund,A07230,Nonrefundable education credit amount,1040:50 / 1040A:33,Num,NA
2016,retire_savings_n,N07240,Number of returns with retirement savings contribution credit,1040:51 / 1040A:34,Num,NA
2016,retire_savings,A07240,Retirement savings contribution credit amount,1040:51 / 1040A:34,Num,NA
2016,child_tax_n,N07220,Number of returns with child tax credit,1040:52 / 1040A:35,Num,NA
2016,child_tax,A07220,Child tax credit amount,1040:52 / 1040A:35,Num,NA
2016,res_energy_credit_n,N07260,Number of returns with residential energy tax credit,1040:53:00,Num,NA
2016,res_energy_credit,A07260,Residential energy tax credit amount,1040:53:00,Num,NA
2016,self_employ_tax_n,N09400,Number of returns with self-employment tax,1040:57:00,Num,NA
2016,self_employ_tax,A09400,Self-employment tax amount,1040:57:00,Num,NA
2016,premium_credit_n,N85770,Number of returns with total premium tax credit,8962:24:00,Num,NA
2016,premium_credit,A85770,Total premium tax credit amount,8962:24:00,Num,NA
2016,advance_premium_credit_n,N85775,Number of returns with advance premium tax credit,8962:25:00,Num,NA
2016,advance_premium_credit,A85775,Advance premium tax credit amount,8962:25:00,Num,NA
2016,health_care_n,N09750,Number of returns with health care individual responsibility payment,1040:61 / 1040A:38 / 1040EZ:11,Num,NA
2016,health_care,A09750,Health care individual responsibility payment amount,1040:61 / 1040A:38 / 1040EZ:11,Num,NA
2016,tax_payments_n,N10600,Number of returns with total tax payments,1040:74 / 1040A:46 / 1040EZ:9,Num,NA
2016,tax_payments,A10600,Total tax payments amount,1040:74 / 1040A:46 / 1040EZ:9,Num,NA
2016,earned_income_n,N59660,Number of returns with earned income credit,1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2016,earned_income,A59660,Earned income credit amount [7],1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2016,excess_earned_income_n,N59720,Number of returns with excess earned income credit,1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2016,excess_earned_income,A59720,Excess earned income credit (refundable) amount [8],1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2016,additional_child_credit_n,N11070,Number of returns with additional child tax credit,1040:67 / 1040A:43,Num,NA
2016,additional_child_credit,A11070,Additional child tax credit amount,1040:67 / 1040A:43,Num,NA
2016,education_refund_n,N10960,Number of returns with refundable education credit,1040:68 / 1040A:44,Num,NA
2016,education_refund,A10960,Refundable education credit amount,1040:68 / 1040A:44,Num,NA
2016,net_premium_credit_n,N11560,Number of returns with net premium tax credit,1040:69 / 1040A:45,Num,NA
2016,net_premium_credit,A11560,Net premium tax credit amount,1040:69 / 1040A:45,Num,NA
2016,income_tax_n,N06500,Number of returns with income tax,1040:56 / 1040A:37 / 1040EZ:10,Num,NA
2016,income_tax,A06500,Income tax amount [9],1040:56 / 1040A:37 / 1040EZ:10,Num,NA
2016,tax_liability_n,N10300,Number of returns with tax liability,1040:63 / 1040A:39 / 1040EZ: 10,Num,NA
2016,tax_liability,A10300,Total tax liability amount [10],1040:63 / 1040A:39 / 1040EZ: 10,Num,NA
2016,medicare_n,N85530,Number of returns with additional Medicare tax,1040:62a,Num,NA
2016,medicare,A85530,Additional Medicare tax amount,1040:62a,Num,NA
2016,investment_income_n,N85300,Number of returns with net investment income tax,1040:62b,Num,NA
2016,investment_income,A85300,Net investment income tax amount,1040:62b,Num,NA
2016,tax_due_n,N11901,Number of returns with tax due at time of filing,1040:78 / 1040A:50 / 1040EZ:14,Num,NA
2016,tax_due,A11901,Tax due at time of filing amount [11],1040:78 / 1040A:50 / 1040EZ:14,Num,NA
2016,overpayments_n,N11902,Number of returns with overpayments refunded,1040:75 / 1040A:47 / 1040EZ:13a,Num,NA
2016,overpayments,A11902,Overpayments refunded amount [12],1040:75 / 1040A:47 / 1040EZ:13a,Num,NA
2017,st_fips,STATEFIPS,,,Num,NA
2017,state,STATE,,,Char,NA
2017,cty_fips,COUNTYFIPS,,,Num,NA
2017,cty_name,COUNTYNAME,,,Char,NA
2017,agi_stub,AGI_STUB,Size of adjusted gross income,"1 = $1 under $25,000
2 = $25,000 under $50,000
3 = $50,000 under $75,000
4 = $75,000 under $100,000
5 = $100,000 under $200,000
6 = $200,000 or more",Num,NA
2017,return,N1,Number of returns,,Num,NA
2017,return_single,MARS1,Number of single returns,Filing status is single,Num,NA
2017,return_joint,MARS2,Number of joint returns,Filing status is married filing jointly,Num,NA
2017,return_head,MARS4,Number of head of household returns,Filing status is head of household,Num,NA
2017,elf,ELF,Number of electronically filed returns,,Num,NA
2017,cprep,CPREP,Number of computer prepared paper returns,,Num,NA
2017,return_paid,PREP,Number of returns with paid preparer's signature,,Num,NA
2017,dir_dep,DIR_DEP,Number of returns with direct deposit,,Num,NA
2017,exmpt,N2,Number of exemptions,1040:6d,Num,NA
2017,dependents,NUMDEP,Number of dependents,1040:6c,Num,NA
2017,total_vita,TOTAL_VITA,Total number of volunteer prepared returns [3],,Num,NA
2017,vita,VITA,Number of volunteer income tax assistance (VITA) prepared returns [3],,Num,NA
2017,tce,TCE,Number of tax counseling for the elderly (TCE) prepared returns [3],,Num,NA
2017,vita_eic,VITA_EIC,Number of volunteer prepared returns with Earned Income Credit [3],,Num,NA
2017,rac,RAC,Number of refund anticipation check returns,,Num,NA
2017,elderly,ELDERLY,Number of elderly returns [4],,Num,NA
2017,agi,A00100,Adjusted gross income (AGI) [5],1040:37 / 1040A:21 / 1040EZ:4,Num,NA
2017,total_income_n,N02650,Number of returns with total income,1040:22 / 1040A:15 / 1040EZ:4,Num,NA
2017,total_income,A02650,Total income amount,1040:22 / 1040A:15 / 1040EZ:4,Num,NA
2017,wages_n,N00200,Number of returns with salaries and wages,1040:7 / 1040A:7 / 1040EZ:1,Num,NA
2017,wages,A00200,Salaries and wages amount,1040:7 / 1040A:7 / 1040EZ:1,Num,NA
2017,interest_n,N00300,Number of returns with taxable interest,1040:8a / 1040A:8a / 1040EZ:2,Num,NA
2017,interest,A00300,Taxable interest amount,1040:8a / 1040A:8a / 1040EZ:2,Num,NA
2017,dividends_n,N00600,Number of returns with ordinary dividends,1040:9a / 1040A:9a,Num,NA
2017,dividends,A00600,Ordinary dividends amount,1040:9a / 1040A:9a,Num,NA
2017,dividends_qual_n,N00650,Number of returns with qualified dividends,1040:9b / 1040A:9b,Num,NA
2017,dividends_qual,A00650,Qualified dividends amount [6],1040:9b / 1040A:9b,Num,NA
2017,state_inc_tax_refund_n,N00700,Number of returns with state and local income tax refunds,1040:10:00,Num,NA
2017,state_inc_tax_refund,A00700,State and local income tax refunds amount,1040:10:00,Num,NA
2017,bus_net_income_n,N00900,Number of returns with business or professional net income (less loss),1040:12:00,Num,NA
2017,bus_net_income,A00900,Business or professional net income (less loss) amount,1040:12:00,Num,NA
2017,capital_gain_n,N01000,Number of returns with net capital gain (less loss),1040:131040A:10,Num,NA
2017,capital_gain,A01000,Net capital gain (less loss) amount,1040:131040A:10,Num,NA
2017,ira_n,N01400,Number of returns with taxable individual retirement arrangements distributions,1040:15b / 1040:11b,Num,NA
2017,ira,A01400,Taxable individual retirement arrangements distributions amount,1040:15b / 1040:11b,Num,NA
2017,pensions_n,N01700,Number of returns with taxable pensions and annuities,1040:16b / 1040A:12b,Num,NA
2017,pensions,A01700,Taxable pensions and annuities amount,1040:16b / 1040A:12b,Num,NA
2017,farm_n,SCHF,Number of farm returns,1040:18:00,Num,NA
2017,unemployment_n,N02300,Number of returns with unemployment compensation,1040:19 / 1040A:13 / 1040EZ:3,Num,NA
2017,unemployment,A02300,Unemployment compensation amount [7],1040:19 / 1040A:13 / 1040EZ:3,Num,NA
2017,social_security_n,N02500,Number of returns with taxable Social Security benefits,1040:20b / 1040A:14b,Num,NA
2017,social_security,A02500,Taxable Social Security benefits amount,1040:20b / 1040A:14b,Num,NA
2017,s_corp_n,N26270,Number of returns with partnership/S-corp net income (less loss),Schedule E:32,Num,NA
2017,s_corp,A26270,Partnership/S-corp net income (less loss) amount,Schedule E:32,Num,NA
2017,statutory_n,N02900,Number of returns with total statutory adjustments,1040:36 / 1040A:20,Num,NA
2017,statutory,A02900,Total statutory adjustments amount,1040:36 / 1040A:20,Num,NA
2017,educator_n,N03220,Number of returns with educator expenses,1040:23 / 1040A:16,Num,NA
2017,educator,A03220,Educator expenses amount,1040:23 / 1040A:16,Num,NA
2017,self_employ_n,N03300,Number of returns with Self-employed (Keogh) retirement plans,1040:28:00,Num,NA
2017,self_employ,A03300,Self-employed (Keogh) retirement plans amount,1040:28:00,Num,NA
2017,self_health_insurance_n,N03270,Number of returns with Self-employed health insurance deduction,1040:29:00,Num,NA
2017,self_health_insurance,A03270,Self-employed health insurance deduction amount,1040:29:00,Num,NA
2017,ira_payments_n,N03150,Number of returns with Individual retirement arrangement payments,1040:32 / 1040A:17,Num,NA
2017,ira_deduction,A03150,Individual retirement arrangement payments amount,1040:32 / 1040A:17,Num,NA
2017,student_loan_n,N03210,Number of returns with student loan interest deduction,1040:33 / 1040A:18,Num,NA
2017,student_loan,A03210,Student loan interest deduction amount,1040:33 / 1040A:18,Num,NA
2017,tuition_fees_n,N03230,Number of returns with tuition and fees deduction,1040:34 / 1040A:19,Num,NA
2017,tuition_fees,A03230,Tuition and fees deduction amount,1040:34 / 1040A:19,Num,NA
2017,domestic_prod_n,N03240,Returns with domestic production activities deduction,1040:35:00,Num,NA
2017,domestic_prod,A03240,Domestic production activities deduction amount,1040:35:00,Num,NA
2017,itemized_n,N04470,Number of returns with itemized deductions,1040:40:00,Num,NA
2017,itemized,A04470,Total itemized deductions amount,1040:40:00,Num,NA
2017,itemized_agi,A00101,Amount of AGI for itemized returns,1040:37:00,Num,NA
2017,medical_dental_n,N17000,Number of returns with Total medical and dental expense deduction,Schedule A:4,Num,NA
2017,medical_dental,A17000,Total medical and dental expense deduction amount,Schedule A:4,Num,NA
2017,state_inc_tax_n,N18425,Number of returns with State and local income taxes,Schedule A:5a,Num,NA
2017,state_inc_tax,A18425,State and local income taxes amount,Schedule A:5a,Num,NA
2017,state_general_tax_n,N18450,Number of returns with State and local general sales tax,Schedule A:5b,Num,NA
2017,state_general_tax,A18450,State and local general sales tax amount,Schedule A:5b,Num,NA
2017,real_estate_tax_n,N18500,Number of returns with real estate taxes,Schedule A:6,Num,NA
2017,real_estate_tax,A18500,Real estate taxes amount,Schedule A:6,Num,NA
2017,personal_prop_tax_n,N18800,Number of returns with Personal property taxes,Schedule A:7,Num,NA
2017,personal_prop_tax,A18800,Personal property taxes amount,Schedule A:7,Num,NA
2017,mortgage_interest_n,N19300,Number of returns with Home mortgage interest paid,Schedule A:10,Num,NA
2017,mortgage_interest,A19300,Home mortgage interest paid amount,Schedule A:10,Num,NA
2017,mortgage_seller_n,N19500,Number of returns with Home mortgage from personal seller,Schedule A:11,Num,NA
2017,mortgage_seller,A19500,Home mortgage from personal seller amount,Schedule A:11,Num,NA
2017,deductible_n,N19530,Number of returns with Deductible points,Schedule A:12,Num,NA
2017,deductible,A19530,Deductible points amount,Schedule A:12,Num,NA
2017,qual_mortgage_n,N19550,Number of returns with Qualified Mortgage Insurance premiums,Schedule A:13,Num,NA
2017,qual_mortgage,A19550,Qualified Mortgage Insurance premiums amount,Schedule A:13,Num,NA
2017,investment_interest_n,N19570,Number of returns with Investment interest paid,Schedule A:14,Num,NA
2017,investment_interest,A19570,Investment interest paid amount,Schedule A:14,Num,NA
2017,contributions_n,N19700,Number of returns with Total charitable contributions,Schedule A:19,Num,NA
2017,contributions,A19700,Total charitable contributions amount,Schedule A:19,Num,NA
2017,limited_miscellaneous_n,N20800,Number of returns with Net limited miscellaneous deduction,Schedule A:27,Num,NA
2017,limited_miscellaneous,A20800,Net limited miscellaneous deduction amount,Schedule A:27,Num,NA
2017,other_miscellaneous_n,N20950,Number of returns with Gambling loss deduction and other non-limited miscellaneous deduction,Schedule A:28,Num,NA
2017,other_miscellaneous,A20950,Gambling loss deduction and other non-limited miscellaneous deduction amount,Schedule A:28,Num,NA
2017,taxable_inc_n,N04800,Number of returns with taxable income,1040:43 / 1040A:27 / 1040EZ:6,Num,NA
2017,taxable_inc,A04800,Taxable income amount,1040:43 / 1040A:27 / 1040EZ:6,Num,NA
2017,taxable_inc_before_n,N05800,Number of returns with income tax before credits,1040:47 / 1040A:30 / 1040EZ:10,Num,NA
2017,taxable_inc_before,A05800,Income tax before credits amount,1040:47 / 1040A:30 / 1040EZ:10,Num,NA
2017,alternative_minimum_n,N09600,Number of returns with alternative minimum tax,1040:45:00,Num,NA
2017,alternative_minimum,A09600,Alternative minimum tax amount,1040:45:00,Num,NA
2017,excess_premium_credit_n,N05780,Number of returns with excess advance premium tax credit repayment,1040:46/ 1040A:29,Num,NA
2017,excess_premium_credit,A05780,Excess advance premium tax credit repayment amount,1040:46/ 1040A:29,Num,NA
2017,tax_credits_n,N07100,Number of returns with total tax credits,1040:55 / 1040A:36,Num,NA
2017,tax_credits,A07100,Total tax credits amount,1040:55 / 1040A:36,Num,NA
2017,foreign_tax_n,N07300,Number of returns with foreign tax credit,1040:48:00,Num,NA
2017,foreign_tax,A07300,Foreign tax credit amount,1040:48:00,Num,NA
2017,child_dependent_credit_n,N07180,Number of returns with child and dependent care credit,1040:49 / 1040A:31,Num,NA
2017,child_dependent_credit,A07180,Child and dependent care credit amount,1040:49 / 1040A:31,Num,NA
2017,education_nonrefund_n,N07230,Number of returns with nonrefundable education credit,1040:50 / 1040A:33,Num,NA
